InChIKey,InChI,IC50
50021090,COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](O)C(C)C)C(=O)NC(CC(F)F)C(=O)NCCc3ccc(cc3)C(O)=O)cc(nc2c1)-c1ccccc1, 11000
50021091,COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NC(CC(F)F)C(=O)NCCc3c(F)cc(cc3F)C(O)=O)cc(nc2c1)-c1ccccc1, 54
50021092,COc1ccc2c(O[C@@H]3CC(N(C3)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NC(CC(F)F)C(O)=O)cc(nc2c1)-c1ccccc1, 180
50021093,CC(C)(C)OC(=O)N[C@H](C(=O)N1C[C@@H](CC1C(=O)N[C@@]1(CC1C=C)C(O)=O)Oc1ccnc2ccccc12)C(C)(C)C,<500
50021355,O[C@@H]1[C@@H](O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)OC[C@H]2O[C@H]1Oc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1, 800
50021356,O[C@@H]1[C@@H](O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)OC[C@H]2O[C@H]1Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccccc1, 2800
50021357,O[C@@H]1[C@@H](O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)OC[C@H]2O[C@H]1Oc1cc(O)c2C(=O)CC(Oc2c1)c1ccccc1, 300
50021979,Cc1nc2nncnn2c(=O)c1C, 100
50021980,Cc1nnc2nc(C)c(C)c(=O)n2n1, 300
50021981,CCCCc1nnc2nc(C)c(C)c(=O)n2n1, 400
50021982,Cc1nc2nnc(nn2c(=O)c1C)C(C)(C)C, 600
50021983,Cc1nc2nnc(nn2c(=O)c1C)-c1ccc(cc1)[N+]([O-])=O, 1700
50021984,Cc1ccc(cc1)-c1nnc2nc(C)c(C)c(=O)n2n1, 300
50021985,Cc1nc2nnc(nn2c(=O)c1C)-c1ccccc1, 400
50021986,Cc1nc2nnc(nn2c(=O)c1C)C(c1ccccc1)c1ccccc1, 1700
50021987,COc1ccc(cc1)-c1nnc2nc(C)c(C)c(=O)n2n1, 500
50022013,CC(C)OC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)C(=O)N[C@@H](C)c1ccccc1, 900
50023419,CCOC(=O)c1cccc(NC(=O)N[C@]2(C)C[C@@H](C(=O)N[C@@H](CC)B3OC4C5CC(C[C@]4(C)O3)C5(C)C)n3c2ncc(NCc2cccc(c2)C(F)(F)F)c3=O)c1, 1550
50023420,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2cccc(c2)C(=O)OC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1770
50023421,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Oc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1400
50023422,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2Cl)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 370
50023423,CCOC(=O)c1ccccc1NC(=O)N[C@]1(C)C[C@@H](C(=O)N[C@@H](CC)B2OC3C4CC(C[C@]3(C)O2)C4(C)C)n2c1ncc(NCc1cccc(c1)C(F)(F)F)c2=O, 100
50023424,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2[N+]([O-])=O)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 180
50023425,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2C(O)=O)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 6400
50023426,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2cccc3ccccc23)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 270
50023427,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2C)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 780
50023433,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2cccc(SC)c2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 130
50023439,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)c2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 3400
50023440,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2cccc(SC)c2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 90
50023441,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccc(F)cc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1030
50023442,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2SC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 710
50023443,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2OC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 360
50023444,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2C(=O)OC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 100
50023445,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2OC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 200
50023446,CCOC(=O)c1ccc(NC(=O)N[C@]2(C)C[C@@H](C(=O)N[C@@H](CC)B3OC4C5CC(C[C@]4(C)O3)C5(C)C)n3c2ncc(NCc2cccc(c2)C(F)(F)F)c3=O)cc1, 1100
50023456,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2C(=O)N(C)C)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1460
50023457,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccc(Cl)cc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1100
50023458,CC[C@H](NC(=O)[C@@H]1CCc2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 7000
50023459,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2C(N)=O)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 150
50023460,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)NCc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 1200
50023461,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2cccc3ccccc23)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 170
50023462,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2-c2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 30000
50023463,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 170
50023464,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2[N+]([O-])=O)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 2530
50023465,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2nccc3ccccc23)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 440
50023466,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccc(SC)cc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 2360
50023467,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Cc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 2400
50023468,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 790
50023469,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2C(=O)NC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 180
50023470,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2Oc2ccccc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 300
50023471,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2C(=O)OC)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 80
50023472,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2cccc(F)c2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 500
50023473,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccc(Oc3ccccc3)cc2)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C, 4740
50023474,CCOc1ccccc1NC(=O)N[C@]1(C)C[C@@H](C(=O)N[C@@H](CC)B2OC3C4CC(C[C@]3(C)O2)C4(C)C)n2c1ncc(NCc1cccc(c1)C(F)(F)F)c2=O, 160
50023912,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(C)=O)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@H]1C(O)=O, 9700.0
50023913,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(C)=O)[C@@H](C)O)C(O)=O,>1000
50023914,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(N)=O, 419000.0
50023915,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(N)=O, 5300
50023916,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(O)=O,>1000000
50023917,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1)C(=O)N1CCC[C@H]1C(O)=O, 40500
50023918,CC(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(N)=O,>1000000
50023919,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1C(C)=O)C(=O)N1CCC[C@H]1C(N)=O,>1000
50023920,NC(=O)[C@H](CO)NC(=O)[C@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H]1CCCN1,>1000000
50023921,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@H]1C(O)=O, 73000
50023922,OC[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H]1CCCN1)C(O)=O,>1000000
50023923,C[C@@H](O)[C@H](NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O, 183000
50023924,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1C(C)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(N)=O,>1000000
50023925,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1C(C)=O)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(O)=O, 23800
50023926,CC(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(O)=O, 675000
50023927,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@H]1C(N)=O,>1000000
50023928,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(N)=O,>1000000
50023929,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1)C(=O)N1CCC[C@H]1C(N)=O,>1000000
50023930,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(C)=O)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@H]1C(N)=O,>1000000
50023931,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1C(C)=O)C(=O)N1CCC[C@H]1C(O)=O,>1000
50023932,C[C@@H](O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(C)=O)[C@@H](C)O)C(N)=O,>1000
50023933,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@@H]([C@@H](C)O)C(O)=O,>1000000
50023934,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O, 33100000.0
50023935,C[C@@H](O)[C@H](NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(N)=O,>1000000
50024056,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@H](CCCc2ccccc2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 2000
50024057,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 2
50024058,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccc(O)c(O)c3)c(=O)n12, 110
50024059,CCCCNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O, 160
50024060,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccccc3)c(=O)n12, 240
50024061,COc1cccc(C[C@@H]2C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n3c2c(Cl)nc(NCc2cccc(c2)C(F)(F)F)c3=O)c1, 260
50024062,Cc1cccc(C[C@@H]2C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n3c2c(Cl)nc(NCc2cccc(c2)C(F)(F)F)c3=O)c1, 400
50024063,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1CCc2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 4600
50024064,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(c3)[N+]([O-])=O)c(=O)n12, 40
50024065,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 510
50024066,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 20
50024067,CC[C@H](NC(=O)[C@@H]1C[C@@H](CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2CC3CC(C3(C)C)[C@@]2(C)O1, 20
50024069,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](Cc2ccccc2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 260
50024070,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc(F)c3)c(=O)n12, 60
50024071,COc1cccc(CNc2nc(Cl)c3[C@H](CCCc4cccc5ccccc45)C[C@@H](C(=O)N[C@@H](CC=C)B4OC5CC6CC(C6(C)C)[C@@]5(C)O4)n3c2=O)c1, 60
50024072,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCC3CCCCC3)c(=O)n12, 200
50024073,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3ccccn3)c(=O)n12, 90
50024074,CC(C)CNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O, 170
50024075,Cc1ccc(C[C@@H]2C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n3c2c(Cl)nc(NCc2cccc(c2)C(F)(F)F)c3=O)cc1, 60
50024076,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](Cc2ccc(cc2)-c2ccccc2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 6
50024077,CCNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O, 230
50024078,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2cccc3ccccc23)c2c(Cl)nc(N)c(=O)n12, 190
50024079,CNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O, 320
50024080,CCCNc1nc(Cl)c2[C@H](CCCc3cccc4ccccc34)C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n2c1=O, 180
50024081,COc1ccc(C[C@@H]2C[C@@H](C(=O)N[C@@H](CC=C)B3OC4CC5CC(C5(C)C)[C@@]4(C)O3)n3c2c(Cl)nc(NCc2cccc(c2)C(F)(F)F)c3=O)cc1, 50
50024082,CC1(C)C2CC1[C@@]1(C)OB(OC1C2)[C@H](CC=C)NC(=O)[C@@H]1C[C@@H](CCCc2ccccc2)c2c(Cl)nc(NCc3cccc(c3)C(F)(F)F)c(=O)n12, 60
50024749,CCCC(NC(=O)C1[C@H]2CCC(=O)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)Nc1ccccc1,>100000
50024750,CCCC(NC(=O)C1[C@H]2CCC(=O)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024753,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,>100000
50024754,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1,>100000
50024755,CCCC(NC(=O)[C@@H]1[C@H]2CC[C@@H](OCOC)C2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1, 33000
50024758,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024759,CCCC(NC(=O)[C@@H]1[C@H]2CC=C[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024761,CCCC(NC(=O)[C@@H]1[C@H]2CC[C@@H](OCOC)C2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024764,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)CC,>100000
50024768,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1, 3400
50024770,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1, 7000
50024773,CCCC(NC(=O)[C@@H]1[C@H]2CCC(F)(F)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024775,CCCC(NC(=O)[C@@H]1[C@H]2CCC(F)(F)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,>100000
50024776,CCCC(NC(=O)[C@@H]1[C@H]2CC[C@H](F)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,>100000
50024778,CCCC(NC(=O)[C@@H]1[C@H]2CC[C@H](F)[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1,>100000
50024779,CC(C)[C@H](NC(=O)c1cnccn1)C(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)C(=O)N[C@@H](C)c1ccccc1)C(C)(C)C, 630
50024780,CCC(C)NC(=O)C(=O)[C@H](CC(F)F)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C, 2610
50024787,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1, 3360
50024792,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1, 7000
50024795,CCC(C)NC(=O)C(=O)C(CC(F)F)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C, 3940
50024796,CC(C)[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)NC(CC(F)F)C(=O)C(=O)NC1CC1, 3780
50024804,CC(C)[C@H](NC(=O)c1cnccn1)C(=O)N[C@H](C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NC1CC1)C(C)(C)C, 2900
50024807,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)NC(C)CC, 3480
50024810,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1, 780
50024811,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)(C)C)C(=O)C(=O)NC1CC1, 2210
50024812,CC(C)[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H]2CCC[C@@H]2[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)C(=O)N[C@@H](C)c1ccccc1, 910
50024814,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC(C)CC,>10000
50024819,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)OC(C)C)C(C)C)C(=O)C(=O)N[C@@H](C)c1ccccc1,>100000
