pIC50,pIC50_std,smiles
6.22184875,,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)C(F)(F)C(=O)NCC(O)=O
4.578383611,0.817957947,Cc1cc([nH]n1)C(=O)NN=Cc1c(C)[nH]n(-c2ccccc2)c1=O
5.522878745,,Cc1ccc(COC[C@@H](OCc2ccccc2)[C@@H](O)[C@H](O)[C@@H](COCc2ccc(C)cc2)OCc2ccccc2)cc1
8,,CONC(=O)[C@H](NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C
4,,COc1ccc(cc1OC)C(=O)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1
7.638272164,,COc1cccc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
5.853871964,,CN(CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1)[C@@H](CC1CCCCC1)C(=O)NC(C)(C)C
8.367036832,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2CCCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
5.638461029,,COc1ccc(cc1OC)C1CC(=NN1C(=O)CCl)c1cccs1
6.199282922,0,COc1ccc2ccccc2c1C1CC(=O)N2CN(CSC2=C1C#N)C1CCCCC1
4.004364805,,Cc1ccc2nc(NC(=O)c3cccc(c3)S(=O)(=O)NCC3CCCO3)sc2c1
7.15490196,,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)CC(O)(CO)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1
9.318758763,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2c(F)cccc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
8.346787486,,COCc1cc(c(SC2C(=O)CC(CCc3ccccc3)(OC2=O)c2ccc(OCCO)cc2)cc1C)C(C)(C)C
5.57869538,0.36760589,CCOC(=O)C(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O
4,0,O=C(Nc1ccc(cc1)N1CCCC1)\C=C\c1ccco1
5.211374771,0.535551512,Oc1ccc(Br)cc1C=C1SC(S)=NC1=O
10.15490196,,COCCOCOCCCc1ccc(C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)cc1
5.610833916,,Oc1cc(oc(=O)c1C(Sc1ccc2ccccc2c1)c1ccccc1)-c1ccccc1
8.48148606,,CC(C)(C)OC(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1)Cc1ccccc1
7.769551079,,CNC(=O)c1c(oc2cc(-c3ccoc3)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
7.853871964,,CNC(=O)c1c(oc2cc(CN)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
4.542481208,0.553912657,OC(=O)CN(NC(=O)c1ccc(CNC(=O)c2cccc(c2)C(O)=O)cc1)C(=O)[C@H]1O[C@@H]1C(=O)N(Cc1cccc2ccccc12)Cc1cccc2ccccc12
5.084524838,0.076283741,CC(C)c1ccc(cc1)-c1nnn(CCC(O)=O)n1
5.224031152,0.003086383,Oc1ccc2occ(C(=O)c3ccc(Br)cc3)c2c1
8.327902142,,CNC(=O)c1c(oc2cc(N3CCOC3=O)c(cc12)-c1ccc2OCn3c(cc4cc(F)ccc34)-c2n1)-c1ccc(F)cc1
4.533813453,0.085799545,OCC(=O)[C@H](CCc1ccccc1)NC(=O)C1C2CC(C=C2)C1NC(=O)OCc1ccccc1
5,,COC(=O)c1ccc(CSc2c(O)cc(oc2=O)-c2ccccc2)cc1
8.537602002,,CCCCCC1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(OCCO)cc2C(C)(C)C)C(=O)O1
8.823908741,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
8.346787486,0,CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)c3ccc(cc3)C#N)cc2C(C)(C)C)C(=O)O1
4.899629455,,Brc1cccc(c1)C(=O)OC1OCC=C2OC(=O)C=C12
4,0,Cc1nc(NC(=O)c2ccc(C)cc2)sc1C(=O)Nc1ccc2CCCc2c1
5.853871964,,CC(C)CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)N(C)C)C(=O)NC(C)C(=O)C(F)(F)F)C(C)(C)C
4.675717545,,CC1(C)Cc2c(CO1)sc(NC(=S)NC(=O)c1ccccc1)c2C(O)=O
6.086186148,,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)Cc2ccccc2)C(=O)N(C)Cc2ccccc2)C(C)(C)S1
8.408935393,,CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)N3CCN(C)CC3)cc2C(C)(C)C)C(=O)O1
5.204306288,0.558102392,Cc1[nH]n(C(N)=S)c(=O)c1N=Nc1ccc(cc1)S(=O)(=O)N1CCCCCC1
9.167491087,,CC(C)CN(C(CO)CCCCNC(=O)[C@@H](NC(=O)c1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
4.769175716,0.077404186,Oc1c(ccc2ccccc12)-c1cc(n[nH]1)-c1ccco1
4.26656619,0.376981521,CCCCCCCCCCCCCCCCN1C=CC(=C[NH+]=O)C=C1
3.679853714,,COc1ccc(cc1)[C@H]1[C@@]2(CO)C3NC4[C@]1(CO)C1NC2[C@]3(CO)[C@H](c2ccc(OC)cc2)[C@@]41CO
6.530001358,,CC(C)(C)OC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
4,,Oc1c(CSC(=O)c2ccccc2)c(=O)oc2ccccc12
4,,FC(F)(F)c1cc(NC(=O)c2cc(Cl)ccc2OCc2ccccc2)cc(c1)C(F)(F)F
6.30980392,,Oc1cc(oc(=O)c1SCc1ccccc1)-c1ccc2OCOc2c1
8.031743129,1.257342807,CC(C)(C)NC(=O)[C@@H]1CN(Cc2noc3ccccc23)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
6.408935393,,CC(C)(C)NC(=O)c1ccccc1SC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2c1
8.886056648,,CC(C)C[C@]1(N=CC([C@@H](Cc2ccccc2)C(N)=O)C1=O)C1C=N[C@](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)(Cc2ccccc2)C1=O
8.886056648,,CC(C)C[C@]1(N=CC([C@@H](Cc2ccccc2)C(N)=O)C1=O)C1C=N[C@](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCOC2)(Cc2ccccc2)C1=O
4.768801001,1.087248802,Cc1cc(C)nc(c1)N=c1ssnc1Cl
4.206706348,0.29232692,CC(C)CCc1c(C)c(C#N)c2[nH]c3ccccc3n2c1=O
5.201832887,0.749431179,Cc1ccc(cc1)C(=O)NNc1cc(nc(n1)N1CCCC1)N1CCCC1
10.30103,,CC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)NCC(O)CO
3.301029996,,COc1ccc(CNS(=O)(=O)c2cccc(c2)C(N)=N)cc1OC
6.043093074,0.486663512,C[C@H](NC(=O)\C=C\C(=O)c1cccc(c1)C#N)c1nc2scc(C)c2c(=O)o1
3.958607315,,Oc1c(CCCCc2ccccc2)c(=O)oc2ccccc12
4.434494559,,Fc1cccc(Cl)c1\C=C\C(=O)Nc1cccnc1
4.308991479,0.43697994,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+]([O-])=O)c1ccc(C)cc1
9.045757491,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OC(CNS(C)(=O)=O)n3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
8.337242168,0,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1cccc(c1)C(F)(F)F)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
8.886056648,0,CC(C)C1(CCc2ccc(N)cc2)CC(=O)C(Sc2cc(C)c(OS(=O)(=O)c3ccc(cc3)C#N)cc2C(C)(C)C)C(=O)O1
4.88941029,,COc1ccc2=NC(=NNC(c3ccc(C)o3)=c2c1)c1ccccc1
5.036212173,0,NS(=O)(=O)c1ccc(CCNC(=O)COC(=O)c2ccc(o2)[N+]([O-])=O)cc1
4.75515782,0.526417978,Cc1ccc(Nc2c(O)c3ccccc3c(O)c2NCC=O)cc1
4.668167956,,CCCC(C(O)=O)c1c(C)nc2sc3CCCCc3c2c1-c1ccc(OC(F)(F)F)cc1
4.307196863,0.43444197,CCN1CCN(CC1)C1=C(NS(=O)(=O)c2ccc(Br)cc2)C(=O)c2ccccc2C1=O
4.460439141,0.358617131,Cc1[nH]n(-c2ccc(Cl)cc2)c(=O)c1C(c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O)c1ccccc1O
10.52287875,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc(Br)cs2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
4.568636236,,CC(C)(C)NC(=O)C1(CCc2ccccc2)OC(=O)C(C1=O)c1ccc(cc1)-c1ccccc1
5.602059991,,O[C@@H]([C@H](O)[C@@H](COCc1ccc(F)cc1)OCc1ccccc1)[C@@H](COCc1ccc(F)cc1)OCc1ccccc1
5.147520006,,CC[C@H](C)Cc1cn(nn1)[C@@H](CCCCN)C(=O)NCCCCCCCCCCC(=O)N1CCN(CC1)c1nc(NCCOCCOCCOCC#C)nc(n1)N1CCN(CC1)C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)n1cc(CCO)nn1
5.742321425,,Fc1ccc(\C=C\c2nc(no2)-c2ccccc2)cc1
9.677780705,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1cccc(O)c1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
4.722816,0.24037958,COc1ccc(cc1)C(N)=NOC(=O)CSc1ccccc1
5.229147988,,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(N)=O)C(=O)N[C@H](Cc1ccccc1)C(O)=O)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
7.552841969,,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1CN(C[C@H]1C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1)c1ccc(cc1)-c1ccc(cc1)C#N
10.39794001,,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
4.323388212,0.075465968,Fc1cccc(NC(=O)c2ccc(o2)-c2ccccc2Cl)c1
8.050637409,1.230622259,CC(C)(C)NC(=O)[C@@H]1CN(Cc2nc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
7.537003388,,CC(C)(C)NC(=O)N(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C1CCCCC1
4.698970004,,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1c(C)cccc1C
6.744727495,,COc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1c(C)cccc1C
6.677780705,,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
6.678008252,,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1
4.096910013,,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cn1)C#N
3.301029996,,COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(cc2)C(N)=N)cc1OC
9.619788758,,CC(C)CN(C(CO)CCCCNC(=O)[C@@H](NC(=O)Cc1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
4.413135965,0.422937968,Nc1ccc2C(=O)c3cc(F)ccc3-c2c1
4.004364805,,[O-][N+](=O)c1cc(ccc1CC(=O)N\[NH+]=C\c1c[n-]c2ccccc12)C(F)(F)F
9.096910013,,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
6.187086643,,CC(C)(C)NC(=O)[C@@H]1C[C@@H](CN1CC(O)CNC(=O)[C@@H]1N[C@H](SC1(C)C)C(NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1)OCc1ccccc1
6.008773924,,CCC(C)[C@@H](NC(=O)C(CCc1ccccc1)NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(O)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
4.873330997,0.109532226,CC(=O)c1sc(Nc2nc3ccc(F)cc3s2)nc1C
8.395234115,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2CCn3c(cc4ncccc34)-c2n1)-c1ccc(F)cc1
5,,OCc1ccc(CO[C@H](COCc2ccccc2)[C@@H](O)[C@H](O)[C@@H](COCc2ccccc2)OCc2ccc(CO)cc2)cc1
3.602059991,,O=C(Cc1ccccc1)N(CCCNCCCN(Cc1ccccc1)C(=O)Cc1ccccc1)Cc1ccccc1
4.399301438,0.564697509,CCCCCCC1=Cc2c\c(=C3\NN=C(O3)c3ccccc3OC)c(=O)oc2=CC1=O
4.903437701,1.277653849,Clc1ccc(s1)C(=O)Nc1nc2ccccc2s1
4.822255084,0.198440211,O=c1n2CCCc2nc2sc(cc12)-c1ccccc1
9.795880017,,Cc1nc(c(C)s1)S(=O)(=O)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2[C@H](O)Cc3ccccc23)[C@@H](C1)C(=O)NC(C)(C)C
4.974694135,0,OC(=O)\C=C\C(=O)Nc1ccc(O)cc1
5.769551079,,COc1ccccc1CCCCc1c(O)c2ccccc2oc1=O
4.375356785,0.200492536,C1C2CCc3ccccc3C2=NN1c1ccccc1
8,,CCCC1(CCc2ccccc2)OC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1
8.795880017,,CC(C)[C@H](NC(=O)N(C)Cc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1cccnc1)C(C)C
4.644096385,0.910889844,Cc1[nH]n(-c2ccccc2)c(=O)c1C=NNC(=O)c1ccc(O)cc1O
5.649005509,0.552680828,CC(CCC=C(C)C)C1C(=O)OC(CCc2ccccc2)(C(=O)NC(C)(C)C)C1=O
6.299296283,,COc1ccc(cc1CSc1nc2ccccc2c(=O)n1-c1cccc(C)c1)C(C)=O
5.835647144,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C1(O)CCN(CC1)[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
6.382999659,,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)C(=O)c1ccccc1
5.414552456,0.004785955,COc1cc(NC(=O)COC(=O)c2ccc(s2)[N+]([O-])=O)cc(OC)c1OC
4.236572006,,CCCCCC=C(c1cc(Cl)c(O)c(c1)C(=O)NO)c1cc(Cl)c(O)c(c1)C(=O)NO
5.698970004,,COc1ccccc1OCc1nc(no1)-c1ccccc1Cl
7.292429824,,CC(C)(C)OC(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)Cc1ccccc1
5.42945706,0,COc1ccc(cc1)N1C(=O)[C@@H]2[C@@H]([C@@H]3N(C=Cc4ccccc34)[C@@H]2C(=O)Nc2ccccc2)C1=O
8.180456064,,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
8.301029996,,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
4.22184875,,CCC[C@H](NC(=O)[C@@H]1C[C@@H](Cc2ccccc2)CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)C(O)=O
4.874789999,0.811419178,CC(=O)SCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1
5.028855961,0.709276381,COc1ccc(CN=Nc2cc(nc(n2)N(C)C)N(C)C)cc1
5.537003388,,Cc1cc(C)c(N(C(C(=O)NC(C)(C)C)c2ccsc2)C(=O)Cn2nnc3ccccc23)c(C)c1
4.468521083,,CC(C)C[C@H](NC(=O)C1(CC2CCC2)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(O)=O
6.060480747,,Clc1cccc(NC(=O)c2cccc(c2)-c2cc3ccccc3oc2=O)c1N1CCCC1
8.087453517,0.127352049,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1cc(OC)c2nc(C)n(Cc3ccc(F)cc3)c(=O)c2c1)-c1ccc(F)cc1
4.301029996,,CC(C)CCNC(=O)CN=CC1C(=O)Nc2ccccc12
4.439713034,0.621848137,Cc1[n-]n(-c2ccccc2)c(=O)c1\C=[NH+]\NC(=O)c1cccc(c1)[N+]([O-])=O
5.28505929,0.109532226,Oc1ccc2ccccc2c1\C=C1/NC(=O)NC1=O
4.022878745,0.032355432,Sc1ccccc1C(=O)NNC(=O)c1ccccc1S
5.201487467,,CCC(C)(C)NC(=O)C(N(C(=O)Cn1nnc2ccccc12)c1ccc(NC(C)=O)cc1)c1cccn1C
4.288192771,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCC\C=C\CCCCCC(=O)N[C@H](CO)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
4.485452247,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CCCCC\C=C/CCCCCC(=O)N[C@H](CO)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
6.316952962,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(O)c2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
4.795880017,,CC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C=O
4.688685787,0.079254943,COc1ccccc1NN=C1C(=O)NC(=S)NC1=O
7.455931956,,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2ccccc2)C(=O)O1
6.455931956,,CCC(C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)C1CCCN1C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CO)C(=O)N[C@H](C(C)O)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(N)O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O)C(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O
4.96569247,,CC(=O)n1cc(N(C(=O)CCl)c2ccc(cc2)[N+]([O-])=O)c2ccccc12
5.596879479,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2ccccc2[N+]([O-])=O)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
6.26760624,,CCC(C)C(CO)NC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
4.234260541,0.331294435,Cc1cc(N2CCN(CC2)c2ccc([N+]([O-])=O)c3cccnc23)c2ccccc2n1
7.346787486,,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(C)=O)C(C)C)NC(=O)[C@@H](NC(C)=O)C(C)C
4.224462365,,CCCCOc1ccc(cc1)C(=O)Oc1cccnc1
8.229147988,,CCCCCC1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(CO)cc2C(C)(C)C)C(=O)O1
4.618930914,0.008938876,OC(=O)c1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N2CCc3ccccc23)c1
4.169567261,0.23980432,Brc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)NCC(N2CCCC2)c2ccco2)cc1
8.443697499,0,Cc1ccc(C[C@H](NC(=O)c2c(C)ccc(O)c2C)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)cc1
6.568636236,,OCCCn1cnc2c(NCc3ccc(Cl)c(Cl)c3)nc(nc12)C#N
4.978810701,,COC1=CC(=O)c2ccc(C)cc2C1=O
3.059483515,,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CC(=O)N[C@@H](Cc1ccccc1)C(O)=O)C(N)=O)[C@H](C)O)C(=O)N[C@@H](Cc1ccc(F)c(F)c1)C(N)=O
4.835524934,0.100484655,NC(=O)c1c(NC(=O)c2cc3ccccc3o2)sc2CCCc12
4.323908741,0.458076134,OC(=O)COc1ccccc1C=NNC(=O)CSc1nnc(SCc2ccc(Cl)cc2)s1
4.953362147,0.395895455,Nc1ccc(\N=N\c2ccc(\C=C\c3ccc(cc3S(O)(=O)=O)\N=N\c3ccc(N)c4ccccc34)c(c2)S(O)(=O)=O)c2ccccc12
8.356547324,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CSc1ccc(F)cc1)NS(C)(=O)=O
6.677780705,,CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCc1nc2ccccc2[nH]1
5.634512015,0,CCOc1ccc(NC(=S)Nc2ccc3nsnc3c2)cc1
5.698970004,,[O-][N+](=O)c1cccc2C(=O)C(=O)N(Cc3cc4ccccc4s3)c12
3.698970004,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O
3.698970004,,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](C)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(O)=O
4.022276395,,CCN(CC)CCNc1c2[nH+]c3ccccc3c2n(C)c2ccccc12
7.397940009,,CC1(C)S[C@@H](N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO)[C@H](NC(=O)Cc1ccccc1)C(=O)NCCO
9.853871964,,O[C@@H](C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)COc2ccccc12)CN1CCN(Cc2ncc(o2)-c2cccnc2)C[C@H]1C(=O)NCC(F)(F)F
7.040958608,,CC(C)c1ccccc1SC1C(=O)CC(CCCCC(=O)Nc2ccccc2)(OC1=O)c1ccccc1
5.208309351,0,Cc1[nH][nH]c(=O)c1C(c1cn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12)c1c(C)[nH][nH]c1=O
4.966719266,0.687612898,Nc1c(cc(Cl)c2nonc12)N1CCCC1
7.420216403,,CC(C)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(C)C
6.619788758,,CC(C)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(C)C
7.148741651,,CC(C)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)N(C)Cc1ccccn1)C(C)C
4,0,CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(COc3ccccc3)cc2)cc1OCC
6.567030709,,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C=O
7.301029996,,Oc1ccc(cc1)N1CCN(CC1)C(=O)\C=C\c1cccs1
4,0,Cc1ccc(C\N=c2/c(nn(-c3ccc4OCCOc4c3)n2O)[N+]([O-])=O)cc1
4.567863152,0.509477282,Cc1ccc(OCc2nc(no2)-c2ccccc2)c(C)c1
7.585026652,,CCCC(NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](NC(=O)[C@H](NC(=O)c1cnccn1)C(C)C)C(C)C)OC(=O)N1CCc2ccccc2C1)C(=O)C(=O)c1ccccc1
4.815308569,0,CCN1CCC2(CC1)N=C(C(=S)N2C(=O)c1ccc(C)cc1)c1ccc(F)cc1
4.866414136,1.225294621,Cc1ccc(Cl)cc1NC1=CC(=NS(=O)(=O)c2cccs2)c2ccccc2C1=O
