pIC50,pIC50_std,smiles
9.252829142,0.069274262,CC(C)C[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
8.483200296,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2CCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
10.11092437,0.019819301,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)COc2ccccc12)C(C)(C)c1cc2cnccc2o1
8.585026652,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCC(O)Cn3c(cc4ccccc34)-c2c1)-c1ccc(F)cc1
7.958607315,,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)CCC(O)=O)C(C)(C)C)C(=O)C(=O)N[C@@H](CC)c1ccccc1
8.585026652,0,CC(C)C1(CCc2ccc(O)cc2)CC(=O)C(Sc2cc(C)c(NS(=O)(=O)c3ccccn3)cc2C(C)(C)C)C(=O)O1
7.853871964,0,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1I
6.351639989,0,CC(=O)Nn1c(=O)c2ccc3c4c(ccc(c24)c1=O)c(=O)n(NC(C)=O)c3=O
6.568636236,,CCCCC1(CC(=O)C(SCc2ccccc2)C(=O)O1)c1ccccc1
4.004364805,,CCOC1=CC(=CC(C#N)c2nc(no2)-c2ccc(C)cc2)C=C(Cl)C1=O
4.563049201,0.796271816,CC(NS(=O)(=O)c1cc(ccc1C)-c1nn2c(C)nnc2c2ccccc12)c1ccccc1
4.540984832,0.765068086,CCCC[n+]1ccn(c1)C1=C([N-]S(=O)(=O)c2ccc(Br)cc2)C(=O)c2ccccc2C1=O
5.285754089,,COc1cc(C=NNC(=O)Cn2nnc3ccccc23)cc(OC)c1OC
7.638272164,,COC(=O)N[C@@H](C(C)C)C(=O)NN(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
4.559593204,0.060057107,C(c1ccccc1)n1nc(nc1-c1ccccc1)-c1ccccc1
8.346787486,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)c(F)ccc34)-c2n1)-c1ccc(F)cc1
3.301029996,,COc1cccc(CNS(=O)(=O)c2cccc(c2)C(N)=N)c1
7.13667714,,CCC(=O)N[C@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C
4.470015816,0.235285828,COc1ccc(O)c(C=Nn2c(csc2=Nc2cccnc2)-c2ccco2)c1
4.876148359,,CC(=C)Cn1c(SCC(=O)NN=Cc2c(O)ccc3ccccc23)nc2ccccc2c1=O
4.60624936,,OC(=O)c1ccccc1CSc1c(O)cc(oc1=O)-c1ccccc1
4.553952699,0.783407419,OC(=O)c1ccc(NC2=C(C(=O)c3ccccc3C2=O)n2nnc3ccccc23)cc1
4.602059991,,Brc1ccc(CNc2nc(nc3n(Cc4ccccc4)cnc23)C#N)cc1
9.508638306,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(F)cc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
4.335810198,0.474907337,Cc1ccc2oc(nc2c1)-c1ccco1
5.147271708,0.009914025,C(N1CCN(CC1)C1=Nc2cccc3cccc1c23)c1ccccc1
8,,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C
4.957926433,0.047338529,Cc1ccc(OCc2nc(no2)-c2cccs2)c(c1)[N+]([O-])=O
6.408935393,,CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2)C(=O)NCC)C(C)(C)S1
6.408935393,,CCNC(=O)[C@@H](NC(=O)c1ccccc1)[C@@H]1NC(C(=O)NCCNC(=O)[C@@H]2N[C@H](SC2(C)C)[C@H](NC(=O)c2ccccc2)C(=O)NCC)C(C)(C)S1
9.26760624,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2S)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
5.853871964,,CCOC(=O)c1cccc(OCCCc2c(O)c3ccccc3oc2=O)c1
8.301029996,,O[C@H](CN(OC1CCCCC1)S(=O)(=O)c1ccc(O)cc1)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12
4.227876035,0.148027164,[O-][N+](=O)c1ccc([N-]\N=[NH+]\c2ccccc2)cc1
4.498054417,0.278634609,OCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@@H]1CC=CC[C@@H]1NC(=O)OCc1ccccc1
6,,COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(N)=O)nc2c1)C(C)C)C(C)C
5.15490196,,Cl.CC[C@@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(C)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)NC(CCC(N)=O)C(=O)C(=O)NCCC(O)=O
8.214670165,,COC(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)NCc2ccccc2)CO1
8.065501549,,CN(Cc1ccccn1)C(=O)c1ccc(C)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
4.704958223,0.160086414,O=C(\C=C\c1ccccc1)n1cnnc1SC\C=C\c1ccccc1
4,,CCCC(NC(=O)[C@@H]1[C@H]2CC[C@@H](OCOC)C2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1
4.623208471,0.881349871,CCCOc1cc(NCc2ccccc2)c2ncn(C(C)C)c2c1
5.920818754,,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1
6.920818754,,CC(C)[C@H](NC(=O)[C@@H](NC(C)=O)C1CCCCC1)C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]1(C[C@H]1C=C)C(O)=O)Oc1cccc(c1)-c1ccccc1
4.552841969,,Oc1ccc(Cl)cc1C(=O)Nc1cc(ccc1F)C(F)(F)F
5.164309429,,C\C(\C=C1/SC(=S)N(CCCC(=O)Nc2ccc(cc2)C(O)=O)C1=O)=C/c1ccccc1
4.714203808,0.096608107,COc1ccccc1-n1c(=O)oc2ccc(Cl)cc2c1=O
5.397940009,,Oc1c(CCOCc2ccccc2)c(=O)oc2ccccc12
5.553986108,0.201974918,Cc1cccc(c1)-c1cc2nc(cc(=O)n2[nH]1)-c1ccccc1
8.721246399,,CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(NS(=O)(=O)c3nccn3C)cc2C(C)(C)C)C(=O)O1
3.829738285,,COC(=O)CC1=C(Cl)C(=O)c2ccccc2C1=O
4.495208696,0.024965012,CSc1ccccc1NC(=O)c1cc(on1)C1CC1
5.847711656,,COc1nc(cc(n1)-c1ccccc1)N1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1
7,,CCCC[C@H](NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@H](CS)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)C(c1ccccc1)c1ccccc1)[C@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O
7.910094889,0,Cc1cc(SC2C(=O)CC(C)(CCc3ccc(O)cc3)OC2=O)c(cc1NS(=O)(=O)c1ccc(cc1)C(F)(F)F)C(C)(C)C
4.422331981,0.597267616,CCCCCCCCCCOC(=O)Cn1c(COc2ccccc2OC)[n+](C)c2ccccc12
5.037157319,,Clc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1N1CCc2ccccc2C1
4.420818754,0.595127589,C1CCC(CC1)n1nnnc1C(N1CCc2ccccc2C1)c1ccccn1
4.980114537,0.133017942,OC(=O)c1ccc(OC2CSC2)cc1
6.214670165,,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N1[C@@H](CN(C1=O)c1ccc(cc1)-c1ccccc1)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1
3.200659451,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(O)=O)C(C)(C)S
9.259637311,,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCCN2CCOCC2)cc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
5.301029996,,O[C@@H]([C@H](O)[C@@H](COCc1ccc(cc1)C(O)=O)OCc1ccccc1)[C@@H](COCc1ccc(cc1)C(O)=O)OCc1ccccc1
7.552841969,,CCc1c(SC2C(=O)CC(CCc3ccccc3)(OC2=O)c2ccccc2)sc2ccccc12
3.416341333,0.055989596,CC1(C)CC2(CC(C)(C)c3cc(NC(N)=O)c(O)cc23)c2c1ccc(O)c2NC(N)=O
9.522878745,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
6.207608311,,CCCC(C(O)=O)c1c(C)nc2sc3CCCc3c2c1-c1ccc(cc1)C(F)(F)F
7.48148606,,Cc1cc(SC2C(=O)CC(CCc3ccccc3)(OC2=O)c2ccccc2)c(cc1O)C(C)(C)C
4.386056648,0.545966547,NC(=O)C1CCN(CC1)C1=C(NS(=O)(=O)c2ccc(Br)cc2)C(=O)c2ccccc2C1=O
4.31255712,0.069230877,[O-][N+](=O)c1ccc(=O)[c-](c1)C1CC(N=[NH+]1)c1ccccc1F
7.173925197,,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
8.552841969,0,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1ccc2ccccc2c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C
4.602059991,,Cc1ccc(CNc2nc(nc3n(Cc4ccccc4)cnc23)C#N)cc1
6.823908741,,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1cccc(O)c1C)S(=O)(=O)c1ccc(CO)cc1
4.698970004,,CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)c1cccc(O)c1C)S(=O)(=O)c1ccc(CO)cc1
5.334411918,0.056958343,CC(=C)C(O)CC\C(C)=C\Cc1c(O)ccc(C(=O)\C=C\c2ccc(O)cc2)c1O
7.950007143,,CC[C@@H](C)[C@H](NC(=O)[C@H](CC(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1
4.575597649,0.814018002,C1CC2(CCC11Nc3cccc4cccc(N1)c34)Nc1cccc3cccc(N2)c13
3,,C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(C)=O)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@H]1C(N)=O
4.908333042,,Oc1c(Cl)c(C=CCC2CCCCC2)c(O)c2ccccc12
5.06690156,1.2043089,C[C@H](O)C(NC(=O)[C@H](CCC(N)=O)NC(=O)Cc1ccc(O)c(c1)N(=O)=O)C(=O)NCC(=O)NCC(=O)COC(=O)c1c2ccccc2cc2ccccc12
6.991399828,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2O)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1
7.46896,0.31545746,CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@H]1Cc2ccc(OCCCNC(=O)[C@@H](NC1=O)C(C)C)cc2
6.610833916,,NCCCC[C@H](NC(=O)[C@H](CCCCN=C(N)N)NC(=O)Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C=O
7.886056648,,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OCn3c(cc4c(F)cccc34)-c2n1)-c1ccc(OC(C)C)nc1
6.408935393,,CCC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)OCc1cccc2ccccc12)C(O)=O
4,,CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
4,,Clc1cccc(NS(=O)(=O)c2ccc(cc2)N2C(=O)c3ccccc3C2=O)c1
8.244125144,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccccc1)NS(C)(=O)=O
3.823908741,0,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)C(O)=O
4.769551079,0,CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)CC)C(C)C)C(O)=O
4,0,O=C(Nc1ccccc1)Nc1ccccc1C(=O)NCc1ccccc1
6.665546249,,CC(C)c1ccccc1SC1C(=O)CC(CCCC(=O)N(C)CCc2ccccc2)(OC1=O)c1ccccc1
5,,C=CC(C1C(=O)CC2(CCOCC2)OC1=O)c1ccccc1
5.146301788,,CCCCCCCCCCCCCCCC[n+]1ccccc1
5.984417,0.166814846,C[C@H](NC(=O)C=CC(C)=O)c1nc2scc(C)c2c(=O)o1
8.522878745,0,CC(C)C1(CCc2ccccc2)CC(=O)C(Sc2cc(C)c(NS(=O)(=O)c3ccccn3)cc2C(C)(C)C)C(=O)O1
6,,COC(=O)c1ccccc1CSc1c(O)cc(oc1=O)-c1ccccc1
6.301029996,,COc1ccc(cc1)[C@H]1C[C@@]11N=C(OC1=O)c1ccccc1
4.583228838,0.1729653,COc1ccc(-c2cc(n[nH]2)-c2ccc(C)cc2)c(O)c1
6.356547324,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(CC(=O)Nc2nccc3ccccc23)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
6.47555472,0.887997397,C[C@H](NC(=O)\C=C\c1c(F)cccc1Cl)c1nc2scc(C)c2c(=O)o1
5.957818405,,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OC)cc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
5.216811309,0,Cc1[nH][nH]c(=O)c1C(c1cn(Cc2ccc(F)cc2)c2ccccc12)c1c(C)[nH][nH]c1=O
4.832682665,,Cc1cccc(C)c1OCc1nc2ccccc2c(=O)n1N=Cc1ccc(OCC(O)=O)cc1
3.301029996,,COc1ccc(NS(=O)(=O)c2cccc(c2)C(N)=N)cc1
4.744727495,,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=S)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(C)C
4.247183569,,Clc1ccc(CS(=O)(=O)Cc2nc(no2)-c2ccsc2)cc1
5.043988842,0.732299937,Brc1ccc(o1)C(=O)Nc1c(C#N)c2nc3ccccc3nc2n1-c1ccccc1
5.784318118,0.305020243,C[C@H](NC(=O)\C=C\C(=O)c1ccccc1)c1nc2scc(C)c2c(=O)o1
4.004364805,,COc1ccc(\C=C(\C#N)c2nc(no2)-c2ccccc2C)cc1O
9.045757491,,CC(C)CN(C(CO)CCCCNC(=O)[C@@H](NC(=O)c1ncccc1O)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
8.124938737,,CC(C)C1(CCc2ccc(N)cc2)CC(=O)C(Sc2cc(C)c(N)cc2C(C)(C)C)C(=O)O1
5.612610174,,CC(C)c1ccccc1SC1C(=O)CC(CCC(=O)N2CCOCC2)(OC1=O)c1ccccc1
4.76700389,0,CC(NC(=O)COC(=O)c1ccc(s1)[N+]([O-])=O)c1ccccc1
7.005243945,0.001243291,CCC(CC)N1CCN(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCS(=O)(=O)[C@@H]2C(C)C)[C@@H](C1)C(=O)NC(C)(C)C
4.823908741,,CC(C)Nc1nc2cc(NC(=O)C(CC(N)=O)NC(=O)OCc3ccccc3)ccc2c(=O)o1
8.920818754,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CSc1cccc2ccccc12)NS(C)(=O)=O
6.086186148,,CC(C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCc1ccccc1C)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1
5.602059991,,Cc1ccccc1CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@H](C[C@H]1C(=O)NC(C)(C)C)OCc1ccncc1
5,,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@@H](C(C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(O)=O)cc2c1)C(C)O)C(=O)N[C@@H](C(C)C)C(O)=O
4.920818754,,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)\C=C\C(O)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
4.725842151,,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)\C=C\C(O)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
5.013228266,,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)\C=C\C(O)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
4.847711656,,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)\C=C\C(O)=O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
5.595166283,,Oc1ccccc1-c1nc(C=Cc2ccccc2)no1
5.305723079,1.079498581,CCCc1cc(=O)oc2c3[C@@H](O)[C@H](C)[C@@H](C)Oc3c3C=CC(C)(C)Oc3c12
5.640872519,0.770893562,CCCc1cc(=O)oc2c3[C@@H](O)C(C)[C@H](C)Oc3c3C=CC(C)(C)Oc3c12
4.181833296,0.529088277,CCCc1cc(=O)oc2c3[C@@H](O)[C@@H](C)[C@H](C)Oc3c3C=CC(C)(C)Oc3c12
5,,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N2CCC(=O)[C@H]2Sc2ccccc2)cc1
5,,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N2CCC(=O)[C@@H]2Sc2ccccc2)cc1
4.255576637,0.361439947,Cc1ccc2nc([nH]c2c1)-c1ccc(NC(=O)c2ccco2)cc1
4.920818754,,CC(NC(=O)OCc1ccccc1)C(=O)Nc1ccc2c(c1)nc(oc2=O)[C@H](C)NC(=O)OCc1ccccc1
9.15490196,,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
8.541211118,,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1cccnc1)S(=O)(=O)c1ccc(N)cc1
9.657577319,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1[C@H](O)Cc2ccccc12
9.638272164,,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
5,,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCN(Cc2csc(C)n2)C1=O)S(=O)(=O)c1ccc(cc1)C(O)=O
9.508638306,0,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(N)cc1)C(=O)N[C@@H]1[C@H](O)Cc2ccccc12
9.508638306,,CC(C)(C)OC(=O)NC(Cc1ccccc1)[C@@H](O)CC(Cc1ccc(N)cc1)C(=O)NC1[C@@H](O)Cc2ccccc12
9.508999902,,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc(N)cc1)C(=O)N[C@H]1[C@H](O)Cc2ccccc12
5.361537139,0.078155222,COc1ccccc1NC(=O)COC(=O)c1ccc(s1)[N+]([O-])=O
3.443028324,0.200815962,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(O)=O
4.357221345,0.505187272,COc1ccc2n(C)c3c4C(=O)C=CC(=O)c4ccc3c2c1
5.227238353,,CC(C)c1ccc(cc1)N(C(C(=O)NC1CCCC1)c1cccnc1)C(=O)c1ccco1
6.431798276,,CC[C@H](NC(=O)[C@@H]1C[C@@](C)(NC(=O)Nc2ccccc2Cl)c2ncc(NCc3cccc(c3)C(F)(F)F)c(=O)n12)B1OC2C3CC(C[C@]2(C)O1)C3(C)C
3.53165267,,CC1(OC(=O)C(CCc2ccccc2)C1=O)C(=O)NC1CC1
4.826813732,0,CC(C)(C)OC(=O)NCCCCCNC(=O)c1nc[nH]c1C(=O)N1CCc2ccccc2C1
4.698970004,,Cc1cc(N=NCc2ccc(cc2)[N+]([O-])=O)c2cc3OCOc3cc2n1
8.533256356,0.073214255,CNC(=O)c1c(oc2cc(N(C)S(C)(=O)=O)c(cc12)-c1ccc2OC(CO)n3c(cc4c(F)cccc34)-c2n1)-c1ccc(F)cc1
4.8569852,0,COC(=O)c1ccc(C)cc1C1CN=NC11Cc2cc(C)ccc2C1=O
9.602059991,,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
6.105130343,0,Cc1ccc(cc1)N1C(=O)[C@@H]2[C@@H](C3N(C=Cc4ccccc34)[C@@H]2C(=O)c2ccco2)C1=O
5.251037139,,NC(=N)c1ccc(cc1)N=Nc1c(O)ccc2c3ccccc3[nH]c12
6.602059991,0,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)N[C@H](Cc1ccccc1)P(N)(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C
7.920818754,,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@H](C[C@H]1C(=O)NC(C)(C)C)OCc1ccncc1
5.292600169,,FC(F)(F)c1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12
4.183437538,0.034182634,Cc1ccc(cc1)-c1csc2nc([nH]c(=O)c12)-c1ccncc1
4.004364805,,CN(N=Cc1c[nH]c2ccccc12)c1cnn(-c2ccc(F)c(Cl)c2)c(=O)c1Cl
5.259637311,,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](CF)[C@H]1O
7.075720714,,CC[C@H](C)[C@H](NC(=O)[C@@H]1N(CSC1(C)C)C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)c1ccccc1)C(C)(C)C)C(=O)N[C@@H](CCC(N)=O)C(N)=O
5.468521083,,CSc1nc(cc(n1)-c1ccccc1)N1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(=O)NS(=O)(=O)C1CC1
7.698970004,,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(F)c1
6.789383513,0.896155281,CCOc1ccccc1\C=C\C(=O)N[C@@H](C)c1nc2scc(C)c2c(=O)o1
8.013228266,,CN1CCN(CC1)S(=O)(=O)Oc1cc(c(SC2C(=O)CC(CCc3ccc(O)cc3)(OC2=O)C2CCCCC2)cc1C)C(C)(C)C
7.721246399,,CC(C)(C)NC(=O)C[C@@H](C(=O)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(C)(C)C
4.757778896,0.267488115,Cc1cccc(c1)-c1c2c(n(C)c(=O)n(C)c2=O)c2cccnn12
9,,CC(C)[C@@H]1NC(=O)CCCCCCOc2ccc(C[C@H](NC1=O)[C@H](O)CN1CC3CCCCC3C[C@H]1C(=O)NC(C)(C)C)cc2
6.522878745,,Cc1ccc(cc1)-c1nnc2nc(C)c(C)c(=O)n2n1
4.602059991,,CCCCCCNc1nc(nc2n(Cc3ccccc3)cnc12)C#N
4.378154879,0.129606199,NC(=O)c1ccc(cc1)-c1ncc(o1)-c1ccccc1
